id,label,modularity_class,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering
12993,,15,0,1,1,0,1,1,8,0.220725,0.227864,0,0
12994,,8,0,1,1,0,1,1,1,1,1,0,0
13000,,8,0,1,1,0,1,1,9,0.225039,0.232567,0,0
13001,,8,0,2,2,0,2,2,8,0.242829,0.251855,0,0.5
13002,,3,2,4,6,2,4,6,9,0.228605,0.235714,37654,0.2
13003,,8,0,1,1,0,1,1,9,0.250609,0.260973,0,0
13004,,7,0,1,1,0,1,1,9,0.207609,0.212853,0,0
29569,,8,1,1,2,1,1,2,9,0.219489,0.225913,18825,0
13007,,10,0,1,1,0,1,1,9,0.225592,0.232933,0,0
13009,,11,0,1,1,0,1,1,8,0.251382,0.261452,0,0
13011,,8,0,2,2,0,2,2,9,0.214165,0.220301,0,0
13016,,12,0,1,1,0,1,1,9,0.208155,0.213697,0,0
13021,,11,0,1,1,0,1,1,8,0.246659,0.25616,0,0
13022,,8,0,1,1,0,1,1,9,0.224765,0.231975,0,0
13028,,24,0,1,1,0,1,1,9,0.21834,0.225148,0,0
13030,,10,0,9,9,0,9,9,9,0.240321,0.250269,0,0.041667
13032,,8,0,1,1,0,1,1,8,0.248761,0.257751,0,0
13033,,16,0,2,2,0,2,2,8,0.257548,0.268715,0,0.5
13034,,10,0,2,2,0,2,2,8,0.263197,0.274094,0,1
13036,,11,0,2,2,0,2,2,9,0.218208,0.224586,0,1
14216,,7,1,2,3,1,2,3,9,0.200142,0.204722,18825,0
13040,,11,0,1,1,0,1,1,9,0.212123,0.218423,0,0
13041,,7,0,1,1,0,1,1,10,0.184553,0.188803,0,0
13042,,11,0,1,1,0,1,1,9,0.231783,0.240091,0,0
13045,,7,0,1,1,0,1,1,8,0.226935,0.234515,0,0
13046,,15,0,1,1,0,1,1,9,0.190765,0.195338,0,0
13048,,126,0,1,1,0,1,1,1,1,1,0,0
13049,,126,1,0,1,1,0,1,0,0,0,0,0
33572,,24,1,0,1,1,0,1,0,0,0,0,0
13051,,21,0,3,3,0,3,3,8,0.267973,0.279554,0,0.333333
13053,,2,0,1,1,0,1,1,9,0.226463,0.234215,0,0
13059,,7,0,2,2,0,2,2,8,0.253129,0.262444,0,0
13061,,11,0,1,1,0,1,1,9,0.225635,0.232826,0,0
13062,,8,0,6,6,0,6,6,8,0.277906,0.290946,0,0.466667
13063,,0,0,1,1,0,1,1,8,0.230686,0.237852,0,0
13064,,5,0,1,1,0,1,1,9,0.229028,0.236621,0,0
13070,,16,0,1,1,0,1,1,9,0.234736,0.243231,0,0
13075,,5,0,1,1,0,1,1,8,0.230249,0.237146,0,0
13079,,7,0,3,3,0,3,3,8,0.241208,0.249423,0,0.333333
13080,,10,0,2,2,0,2,2,9,0.228087,0.235713,0,0.5
13081,,2,0,1,1,0,1,1,8,0.261475,0.272568,0,0
13085,,5,1,1,2,1,1,2,9,0.220082,0.227061,133.468825,0
13089,,11,0,2,2,0,2,2,8,0.220829,0.227638,0,0
13091,,8,0,1,1,0,1,1,9,0.211653,0.217282,0,0
13095,,12,0,1,1,0,1,1,9,0.200697,0.205965,0,0
13100,,16,0,1,1,0,1,1,8,0.257544,0.268689,0,0
13102,,7,0,7,7,0,7,7,8,0.238519,0.247155,0,0.119048
13103,,8,0,2,2,0,2,2,8,0.248571,0.258018,0,0.5
13108,,0,0,1,1,0,1,1,9,0.212176,0.218108,0,0
13109,,10,0,1,1,0,1,1,9,0.229337,0.237191,0,0
13112,,11,0,2,2,0,2,2,8,0.229123,0.236852,0,0
13114,,8,0,4,4,0,4,4,8,0.235177,0.243403,0,0.083333
22857,,8,1,0,1,1,0,1,0,0,0,0,0
13115,,5,0,3,3,0,3,3,8,0.252288,0.261516,0,0.166667
13116,,5,0,1,1,0,1,1,8,0.251664,0.260845,0,0
13118,,7,1,0,1,1,0,1,0,0,0,0,0
13122,,8,0,3,3,0,3,3,8,0.242923,0.251327,0,0
13123,,15,0,1,1,0,1,1,10,0.179156,0.182314,0,0
13125,,8,0,2,2,0,2,2,8,0.262943,0.273709,0,0.5
13127,,8,0,1,1,0,1,1,9,0.206294,0.211443,0,0
13128,,8,0,1,1,0,1,1,9,0.216305,0.222488,0,0
13130,,11,0,2,2,0,2,2,8,0.221286,0.227858,0,0
13131,,8,0,1,1,0,1,1,8,0.262756,0.273466,0,0
13132,,8,0,1,1,0,1,1,8,0.262756,0.273466,0,0
13133,,7,0,1,1,0,1,1,8,0.226935,0.234515,0,0
13134,,7,0,1,1,0,1,1,9,0.200066,0.204368,0,0
13135,,11,0,2,2,0,2,2,8,0.225884,0.232875,0,0
26388,,6,1,2,3,1,2,3,9,0.198553,0.203059,11.390337,0
13140,,11,0,1,1,0,1,1,9,0.213224,0.219265,0,0
13141,,12,0,1,1,0,1,1,9,0.217956,0.224292,0,0
13143,,15,0,1,1,0,1,1,9,0.202037,0.206891,0,0
13144,,15,0,1,1,0,1,1,9,0.224977,0.231842,0,0
13146,,127,0,1,1,0,1,1,1,1,1,0,0
13147,,127,1,0,1,1,0,1,0,0,0,0,0
32513,,11,1,1,2,1,1,2,9,0.224801,0.232224,0,1
13154,,24,1,0,1,1,0,1,0,0,0,0,0
19695,,24,1,0,1,1,0,1,0,0,0,0,0
24080,,24,1,0,1,1,0,1,0,0,0,0,0
13156,,7,0,1,1,0,1,1,1,1,1,0,0
13158,,128,0,1,1,0,1,1,1,1,1,0,0
13159,,128,1,0,1,1,0,1,0,0,0,0,0
13161,,6,0,1,1,0,1,1,9,0.22031,0.227442,0,0
13168,,7,0,2,2,0,2,2,8,0.262976,0.273811,0,1
13333,,15,1,0,1,1,0,1,0,0,0,0,0
13174,,11,0,1,1,0,1,1,8,0.236167,0.244733,0,0
13175,,9,0,3,3,0,3,3,9,0.213144,0.219722,0,0.333333
13178,,8,0,1,1,0,1,1,9,0.234452,0.242464,0,0
13183,,6,0,1,1,0,1,1,8,0.249084,0.258104,0,0
13185,,129,0,1,1,0,1,1,1,1,1,0,0
13186,,129,1,0,1,1,0,1,0,0,0,0,0
13188,,7,0,1,1,0,1,1,9,0.239538,0.247501,0,0
13191,,0,0,3,3,0,3,3,1,1,1,0,0
29724,,0,1,0,1,1,0,1,0,0,0,0,0
13195,,8,0,1,1,0,1,1,8,0.262756,0.273466,0,0
13196,,9,1,7,8,1,7,8,9,0.231842,0.240153,70.76697,0.303571
13197,,11,0,1,1,0,1,1,9,0.225635,0.232826,0,0
13199,,15,0,1,1,0,1,1,9,0.217359,0.223994,0,0
13200,,7,2,7,9,2,7,9,8,0.267178,0.27903,18847.356154,0.222222
13202,,8,1,11,12,1,11,12,8,0.26833,0.280417,26564.768261,0.106061
13203,,8,1,0,1,1,0,1,0,0,0,0,0
13204,,0,0,1,1,0,1,1,8,0.228936,0.236648,0,0
13208,,10,0,1,1,0,1,1,9,0.199428,0.204336,0,0
13209,,8,0,6,6,0,6,6,8,0.235267,0.24384,0,0.033333
13212,,1,0,1,1,0,1,1,9,0.216392,0.222482,0,0
13214,,11,0,1,1,0,1,1,9,0.192124,0.196403,0,0
13215,,9,0,1,1,0,1,1,9,0.185524,0.189879,0,0
13218,,8,0,1,1,0,1,1,8,0.262756,0.273466,0,0
13219,,11,0,3,3,0,3,3,8,0.228889,0.236461,0,0
13221,,8,0,1,1,0,1,1,1,1,1,0,0
13226,,7,0,1,1,0,1,1,11,0.161015,0.163674,0,0
13227,,7,0,1,1,0,1,1,9,0.197998,0.202451,0,0
13229,,21,0,1,1,0,1,1,8,0.240355,0.248397,0,0
13230,,18,0,1,1,0,1,1,9,0.21286,0.218905,0,0
13231,,11,0,1,1,0,1,1,8,0.244433,0.254493,0,0
13232,,10,0,3,3,0,3,3,8,0.246869,0.25578,0,0.166667
22715,,11,1,1,2,1,1,2,9,0.192155,0.196736,0,0
20653,,11,1,2,3,1,2,3,8,0.236187,0.244795,0,1
35746,,11,1,0,1,1,0,1,0,0,0,0,0
13234,,5,0,2,2,0,2,2,8,0.23959,0.247432,0,0
13236,,24,0,1,1,0,1,1,9,0.218312,0.224902,0,0
13237,,12,0,1,1,0,1,1,8,0.234438,0.242011,0,0
13239,,11,0,5,5,0,5,5,9,0.227311,0.234921,0,0.25
18586,,7,1,0,1,1,0,1,0,0,0,0,0
20996,,7,1,2,3,1,2,3,8,0.266118,0.277607,18.677869,0.5
13243,,2,0,1,1,0,1,1,8,0.261475,0.272568,0,0
19831,,11,1,4,5,1,4,5,8,0.254722,0.265676,84.943751,0.333333
29234,,16,1,0,1,1,0,1,0,0,0,0,0
13254,,7,0,4,4,0,4,4,8,0.249851,0.25886,0,0.083333
13256,,11,0,1,1,0,1,1,8,0.251382,0.261452,0,0
13257,,11,0,1,1,0,1,1,8,0.23949,0.247366,0,0
13261,,11,0,1,1,0,1,1,9,0.186196,0.190551,0,0
13262,,8,0,3,3,0,3,3,7,0.293846,0.30836,0,0.5
23087,,24,2,0,2,2,0,2,0,0,0,0,0
13266,,8,0,106,106,0,106,106,7,0.304822,0.325019,0,0.054627
14261,,7,1,1,2,1,1,2,1,1,1,0.034483,0
19838,,8,1,0,1,1,0,1,0,0,0,0,0
24770,,8,1,0,1,1,0,1,0,0,0,0,0
20208,,8,1,1,2,1,1,2,8,0.236752,0.244747,0,0.5
16482,,8,1,2,3,1,2,3,8,0.263842,0.274589,22.569646,0.333333
30007,,8,1,0,1,1,0,1,0,0,0,0,0
30008,,8,1,0,1,1,0,1,0,0,0,0,0
30872,,0,1,7,8,1,7,8,8,0.269685,0.282478,25.592179,0.303571
13268,,8,0,1,1,0,1,1,9,0.230193,0.238549,0,0
13269,,21,0,1,1,0,1,1,9,0.208091,0.213257,0,0
13272,,8,0,1,1,0,1,1,9,0.188594,0.192926,0,0
13273,,11,0,1,1,0,1,1,9,0.224977,0.23191,0,0
13274,,15,0,1,1,0,1,1,9,0.20994,0.215431,0,0
13275,,8,0,2,2,0,2,2,9,0.23226,0.239702,0,1
13276,,16,0,1,1,0,1,1,8,0.226534,0.233342,0,0
13277,,11,0,3,3,0,3,3,8,0.246153,0.25517,0,1
13280,,5,1,2,3,1,2,3,9,0.206493,0.211916,63625.615581,0
14875,,5,1,0,1,1,0,1,0,0,0,0,0
13283,,10,0,1,1,0,1,1,9,0.220001,0.226414,0,0
13286,,24,0,1,1,0,1,1,9,0.216278,0.22219,0,0
20367,,11,2,0,2,2,0,2,0,0,0,0,0.5
13294,,7,0,5,5,0,5,5,9,0.237056,0.245469,0,0
13295,,11,0,1,1,0,1,1,9,0.224355,0.231354,0,0
13296,,2,0,2,2,0,2,2,8,0.266921,0.27899,0,1
13298,,11,0,1,1,0,1,1,8,0.239859,0.247713,0,0
13299,,12,0,1,1,0,1,1,8,0.234438,0.242011,0,0
13300,,11,0,1,1,0,1,1,1,1,1,0,0
13304,,11,0,1,1,0,1,1,8,0.244433,0.254493,0,0
13305,,11,0,2,2,0,2,2,8,0.236621,0.245287,0,1
13308,,7,0,1,1,0,1,1,9,0.200066,0.204368,0,0
13309,,1,1,1,2,1,1,2,10,0.173357,0.176348,18828,0
13310,,1,1,1,2,1,1,2,9,0.209701,0.215029,37654,0
13312,,12,0,1,1,0,1,1,8,0.236841,0.24458,0,0
13313,,0,0,1,1,0,1,1,9,0.224787,0.232402,0,0
13314,,7,0,3,3,0,3,3,8,0.25496,0.265305,0,0.5
13315,,8,0,2,2,0,2,2,8,0.26448,0.275475,0,1
13318,,5,0,1,1,0,1,1,9,0.197061,0.201698,0,0
13319,,8,0,1,1,0,1,1,8,0.262756,0.273466,0,0
13320,,0,0,1,1,0,1,1,9,0.223974,0.230994,0,0
13322,,18,0,1,1,0,1,1,9,0.21286,0.218905,0,0
13323,,1,0,3,3,0,3,3,8,0.232524,0.239879,0,0.666667
28807,,15,1,5,6,1,5,6,8,0.234361,0.243146,26412.826638,0.1
13325,,11,0,2,2,0,2,2,9,0.212305,0.218257,0,0
15083,,10,1,9,10,1,9,10,8,0.263326,0.275071,52018.725143,0.236111
13327,,7,0,2,2,0,2,2,8,0.242625,0.251005,0,0
13329,,7,0,1,1,0,1,1,9,0.232863,0.240485,0,0
23811,,15,1,1,2,1,1,2,9,0.220293,0.227155,0,1
13334,,11,0,1,1,0,1,1,9,0.197937,0.202631,0,0
13336,,8,0,1,1,0,1,1,9,0.219316,0.225988,0,0
13340,,11,0,1,1,0,1,1,8,0.235824,0.242716,0,0
13341,,11,0,2,2,0,2,2,8,0.253942,0.264527,0,0
13342,,0,0,2,2,0,2,2,9,0.207243,0.212998,0,1
14975,,11,1,1,2,1,1,2,9,0.203412,0.208917,0,0
13345,,11,0,1,1,0,1,1,9,0.213579,0.219742,0,0
13347,,7,0,1,1,0,1,1,8,0.233233,0.240201,0,0
13348,,7,1,4,5,1,4,5,8,0.242531,0.25086,25977.184444,0.3
13350,,11,0,2,2,0,2,2,8,0.262767,0.273506,0,0
13353,,11,0,1,1,0,1,1,10,0.195678,0.200464,0,0
13355,,7,0,1,1,0,1,1,1,1,1,0,0
13356,,130,0,1,1,0,1,1,1,1,1,0,0
13357,,130,1,0,1,1,0,1,0,0,0,0,0
13358,,8,1,2,3,1,2,3,8,0.248161,0.256755,445.317148,0
13361,,24,0,1,1,0,1,1,9,0.21834,0.225148,0,0
13362,,3,0,6,6,0,6,6,8,0.27099,0.283451,0,0.266667
13363,,11,0,1,1,0,1,1,9,0.199515,0.204427,0,0
13365,,8,0,1,1,0,1,1,9,0.211285,0.217016,0,0
13367,,11,0,1,1,0,1,1,8,0.232829,0.239934,0,0
13369,,8,1,4,5,1,4,5,8,0.228194,0.236278,26041.818299,0.15
22352,,8,1,0,1,1,0,1,0,0,0,0,0
13371,,3,0,1,1,0,1,1,9,0.214123,0.219985,0,0
13376,,11,2,2,4,2,2,4,9,0.225639,0.232865,0.861111,0.666667
13379,,2,0,2,2,0,2,2,8,0.262951,0.274297,0,1
13385,,8,0,1,1,0,1,1,9,0.21791,0.224128,0,0
13386,,16,0,1,1,0,1,1,9,0.205253,0.210794,0,0
13389,,2,0,1,1,0,1,1,9,0.186995,0.191243,0,0
13393,,7,0,1,1,0,1,1,9,0.215254,0.221272,0,0
13395,,11,0,1,1,0,1,1,9,0.210874,0.217038,0,0
13399,,6,0,2,2,0,2,2,8,0.256715,0.267688,0,1
13400,,6,0,2,2,0,2,2,8,0.256715,0.267688,0,1
13401,,10,0,1,1,0,1,1,9,0.200588,0.206224,0,0
13402,,6,0,2,2,0,2,2,8,0.256715,0.267688,0,1
13403,,5,0,1,1,0,1,1,9,0.197061,0.201698,0,0
13405,,6,0,2,2,0,2,2,8,0.256715,0.267688,0,1
13408,,0,0,1,1,0,1,1,9,0.201604,0.206959,0,0
13409,,7,0,1,1,0,1,1,10,0.178867,0.182209,0,0
13410,,7,0,1,1,0,1,1,9,0.232863,0.240485,0,0
13412,,10,0,1,1,0,1,1,9,0.221424,0.228568,0,0
13414,,136,0,1,1,0,1,1,10,0.163298,0.165989,0,0
13415,,8,0,2,2,0,2,2,9,0.21968,0.226278,0,1
13417,,0,0,1,1,0,1,1,1,1,1,0,0
31522,,6,1,0,1,1,0,1,0,0,0,0,0
13421,,11,0,1,1,0,1,1,9,0.218439,0.22522,0,0
13739,,16,1,0,1,1,0,1,0,0,0,0,0
13428,,7,0,16,16,0,16,16,8,0.274033,0.287223,0,0.170833
14825,,7,1,0,1,1,0,1,0,0,0,0,0
13429,,16,0,5,5,0,5,5,8,0.221294,0.228374,0,0.2
13433,,6,0,2,2,0,2,2,8,0.256715,0.267688,0,1
13434,,6,0,2,2,0,2,2,8,0.256715,0.267688,0,1
13435,,6,0,2,2,0,2,2,8,0.256715,0.267688,0,1
13436,,7,0,3,3,0,3,3,10,0.178877,0.182289,0,0
13437,,6,0,2,2,0,2,2,8,0.256715,0.267688,0,1
13438,,10,0,1,1,0,1,1,9,0.213705,0.219854,0,0
13439,,6,0,2,2,0,2,2,8,0.256715,0.267688,0,1
13440,,15,0,1,1,0,1,1,9,0.20914,0.214807,0,0
14329,,0,1,0,1,1,0,1,0,0,0,0,0
13442,,16,0,1,1,0,1,1,8,0.236961,0.24442,0,0
13443,,7,0,3,3,0,3,3,8,0.232409,0.240573,0,0.5
13444,,11,0,2,2,0,2,2,8,0.240524,0.249928,0,1
13447,,8,0,14,14,0,14,14,8,0.273756,0.28644,0,0.17033
17165,,8,2,1,3,2,1,3,1,1,1,1,0
13448,,7,0,1,1,0,1,1,9,0.200066,0.204368,0,0
13449,,7,0,1,1,0,1,1,8,0.233233,0.240201,0,0
15356,,6,2,1,3,2,1,3,1,1,1,10.26129,0
13451,,16,1,3,4,1,3,4,9,0.210893,0.216935,0,0.666667
13452,,16,4,3,7,4,3,7,9,0.235814,0.243937,9742.289227,0.233333
13576,,16,2,1,3,2,1,3,9,0.209781,0.215658,0,1
13453,,12,0,1,1,0,1,1,9,0.217956,0.224292,0,0
15559,,16,1,4,5,1,4,5,9,0.205452,0.211131,30356.946255,0
13457,,10,0,1,1,0,1,1,9,0.198304,0.203062,0,0
13458,,7,0,1,1,0,1,1,1,1,1,0,0
14327,,16,4,1,5,4,1,5,9,0.209781,0.215658,0,0.333333
15490,,16,1,2,3,1,2,3,9,0.209791,0.215707,283.190794,0
15972,,16,1,2,3,1,2,3,9,0.210888,0.216899,0,1
15268,,16,1,1,2,1,1,2,9,0.209781,0.215658,0,0
16282,,16,2,2,4,2,2,4,9,0.209786,0.215694,1,0.666667
16814,,16,1,0,1,1,0,1,0,0,0,0,0
16998,,16,1,0,1,1,0,1,0,0,0,0,0
17115,,16,1,0,1,1,0,1,0,0,0,0,0
19434,,16,1,1,2,1,1,2,9,0.209781,0.215658,0,0
21445,,16,1,1,2,1,1,2,9,0.209781,0.215658,0,0
22667,,16,1,1,2,1,1,2,9,0.209781,0.215658,0,0
23319,,16,2,1,3,2,1,3,9,0.209781,0.215658,0,1
23527,,16,1,0,1,1,0,1,0,0,0,0,0
24128,,16,1,0,1,1,0,1,0,0,0,0,0
24359,,16,1,1,2,1,1,2,9,0.209781,0.215658,0,0
24479,,16,1,0,1,1,0,1,0,0,0,0,0
25178,,16,1,0,1,1,0,1,0,0,0,0,0
25220,,16,1,0,1,1,0,1,0,0,0,0,0
25311,,16,1,1,2,1,1,2,9,0.209781,0.215658,0,0
23185,,16,1,4,5,1,4,5,9,0.209788,0.215738,0,0.5
25780,,16,1,0,1,1,0,1,0,0,0,0,0
25801,,16,1,0,1,1,0,1,0,0,0,0,0
25848,,16,1,0,1,1,0,1,0,0,0,0,0
26074,,16,1,0,1,1,0,1,0,0,0,0,0
26152,,16,1,0,1,1,0,1,0,0,0,0,0
26421,,16,1,1,2,1,1,2,9,0.209781,0.215658,0,0
26650,,16,1,0,1,1,0,1,0,0,0,0,0
26718,,16,1,0,1,1,0,1,0,0,0,0,0
27022,,16,1,1,2,1,1,2,9,0.209781,0.215658,0,0
27031,,16,1,0,1,1,0,1,0,0,0,0,0
27148,,16,1,0,1,1,0,1,0,0,0,0,0
27864,,16,1,0,1,1,0,1,0,0,0,0,0
28141,,16,1,2,3,1,2,3,9,0.209784,0.215685,0,1
28556,,16,1,0,1,1,0,1,0,0,0,0,0
28864,,16,1,0,1,1,0,1,0,0,0,0,0
28877,,16,1,0,1,1,0,1,0,0,0,0,0
28039,,16,1,1,2,1,1,2,9,0.209781,0.215658,0,0
28175,,16,1,1,2,1,1,2,9,0.209781,0.215658,0,0
30421,,16,1,1,2,1,1,2,9,0.209781,0.215658,0,0
30803,,16,1,0,1,1,0,1,0,0,0,0,0
32951,,16,1,0,1,1,0,1,0,0,0,0,0
13818,,16,2,2,4,2,2,4,9,0.209786,0.215694,18826,0.333333
33648,,16,1,0,1,1,0,1,0,0,0,0,0
34296,,16,1,0,1,1,0,1,0,0,0,0,0
35246,,16,1,0,1,1,0,1,0,0,0,0,0
35732,,16,1,0,1,1,0,1,0,0,0,0,0
13461,,11,0,3,3,0,3,3,9,0.233972,0.242357,0,0
19875,,11,1,0,1,1,0,1,0,0,0,0,0
13463,,7,0,6,6,0,6,6,8,0.238728,0.246296,0,0.033333
13464,,7,1,0,1,1,0,1,0,0,0,0,0
13465,,10,0,1,1,0,1,1,10,0.191907,0.196436,0,0
13469,,18,0,1,1,0,1,1,9,0.21286,0.218905,0,0
13471,,8,1,3,4,1,3,4,8,0.236838,0.244844,26217.108281,0
13472,,11,0,1,1,0,1,1,8,0.234266,0.242061,0,0
13473,,11,0,1,1,0,1,1,8,0.23949,0.247366,0,0
13475,,6,0,2,2,0,2,2,8,0.256715,0.267688,0,1
15560,,11,1,0,1,1,0,1,0,0,0,0,0
15558,,11,1,1,2,1,1,2,8,0.229989,0.236804,0,0
27555,,16,2,3,5,2,3,5,9,0.221628,0.229244,18907.659324,0.1
13477,,131,0,1,1,0,1,1,1,1,1,0,0
13478,,131,1,0,1,1,0,1,0,0,0,0,0
13479,,7,0,2,2,0,2,2,8,0.277517,0.290179,0,0.5
13480,,6,0,2,2,0,2,2,8,0.256715,0.267688,0,1
13481,,11,0,1,1,0,1,1,10,0.171061,0.174299,0,0
13482,,6,0,2,2,0,2,2,8,0.256715,0.267688,0,1
17114,,11,1,2,3,1,2,3,9,0.225027,0.232208,123.244505,0
13485,,7,0,1,1,0,1,1,8,0.226935,0.234515,0,0
13486,,11,0,3,3,0,3,3,8,0.24202,0.250999,0,0
13488,,8,0,1,1,0,1,1,1,1,1,0,0
13489,,10,0,1,1,0,1,1,10,0.181187,0.184765,0,0
13490,,15,0,1,1,0,1,1,9,0.201062,0.205746,0,0
13491,,0,0,1,1,0,1,1,9,0.224787,0.232402,0,0
13493,,10,0,2,2,0,2,2,9,0.219539,0.225948,0,0.5
13494,,6,0,1,1,0,1,1,8,0.247395,0.256736,0,0
13495,,0,0,2,2,0,2,2,9,0.188918,0.193254,0,0
13496,,2,0,1,1,0,1,1,9,0.187706,0.19132,0,0
13498,,1,0,5,5,0,5,5,8,0.251214,0.261481,0,0.15
13500,,11,0,1,1,0,1,1,8,0.227718,0.235112,0,0
13501,,11,0,1,1,0,1,1,9,0.217041,0.222899,0,0
27156,,11,1,0,1,1,0,1,0,0,0,0,0
30188,,11,1,0,1,1,0,1,0,0,0,0,0
13508,,9,1,0,1,1,0,1,0,0,0,0,0
17274,,9,1,0,1,1,0,1,0,0,0,0,0
21671,,9,1,0,1,1,0,1,0,0,0,0,0
26999,,9,1,0,1,1,0,1,0,0,0,0,0
27996,,9,1,0,1,1,0,1,0,0,0,0,0
29788,,9,1,1,2,1,1,2,9,0.20235,0.207218,4162.408431,0
32486,,9,1,1,2,1,1,2,1,1,1,385.341274,0
33399,,9,1,0,1,1,0,1,0,0,0,0,0
33419,,9,1,0,1,1,0,1,0,0,0,0,0
33842,,9,1,0,1,1,0,1,0,0,0,0,0
13510,,11,0,1,1,0,1,1,8,0.23949,0.247366,0,0
13511,,8,0,2,2,0,2,2,8,0.263072,0.273902,0,0.5
13514,,13,0,1,1,0,1,1,8,0.234601,0.241751,0,0
13517,,6,0,2,2,0,2,2,8,0.256715,0.267688,0,1
31972,,11,2,4,6,2,4,6,9,0.226421,0.2339,202.910159,0.05
13520,,1,0,1,1,0,1,1,9,0.215686,0.221565,0,0
13521,,5,0,2,2,0,2,2,8,0.238265,0.245508,0,1
13523,,11,1,0,1,1,0,1,0,0,0,0,0
13524,,12,0,1,1,0,1,1,9,0.213606,0.219549,0,0
13525,,16,0,1,1,0,1,1,9,0.234736,0.243231,0,0
13526,,5,0,1,1,0,1,1,8,0.245108,0.253561,0,0
13527,,11,0,1,1,0,1,1,8,0.251382,0.261452,0,0
13528,,12,0,1,1,0,1,1,8,0.234438,0.242011,0,0
13530,,8,0,2,2,0,2,2,8,0.235839,0.243264,0,1
13531,,133,1,2,3,1,2,3,1,1,1,1,0.166667
13532,,133,2,0,2,2,0,2,0,0,0,0,0.5
18439,,133,1,0,1,1,0,1,0,0,0,0,0
13536,,1,0,1,1,0,1,1,9,0.204804,0.210198,0,0
13538,,7,0,1,1,0,1,1,1,1,1,0,0
14577,,16,1,1,2,1,1,2,9,0.221433,0.227975,0,0
30623,,16,1,0,1,1,0,1,0,0,0,0,0
13541,,5,0,1,1,0,1,1,9,0.229028,0.236621,0,0
13544,,15,0,7,7,0,7,7,8,0.252745,0.263288,0,0.047619
24536,,15,1,0,1,1,0,1,0,0,0,0,0
13545,,2,1,1,2,1,1,2,9,0.195108,0.199475,151.532056,0
13546,,2,0,2,2,0,2,2,8,0.271693,0.284063,0,1
13547,,9,0,6,6,0,6,6,9,0.223132,0.230384,0,0.266667
13549,,11,0,1,1,0,1,1,8,0.234514,0.24306,0,0
13550,,16,0,1,1,0,1,1,8,0.236961,0.24442,0,0
13552,,0,0,1,1,0,1,1,10,0.174253,0.177675,0,0
13554,,8,0,1,1,0,1,1,8,0.262756,0.273466,0,0
13556,,8,0,2,2,0,2,2,8,0.262995,0.273751,0,1
13557,,132,0,2,2,0,2,2,1,1,1,0,0
13558,,132,1,0,1,1,0,1,0,0,0,0,0
32831,,132,1,0,1,1,0,1,0,0,0,0,0
13561,,10,0,2,2,0,2,2,8,0.233319,0.241433,0,0
13562,,15,0,1,1,0,1,1,9,0.220297,0.227161,0,0
13567,,8,0,2,2,0,2,2,8,0.248696,0.258487,0,0
16800,,6,1,0,1,1,0,1,0,0,0,0,0
18879,,9,1,0,1,1,0,1,0,0,0,0,0
13571,,12,0,1,1,0,1,1,8,0.236841,0.24458,0,0
13573,,18,0,2,2,0,2,2,9,0.213666,0.22016,0,1
13579,,133,0,2,2,0,2,2,2,0.75,0.833333,0,0.5
13582,,10,0,1,1,0,1,1,9,0.216499,0.222589,0,0
13583,,5,0,1,1,0,1,1,8,0.234397,0.241643,0,0
13584,,5,0,1,1,0,1,1,8,0.234397,0.241643,0,0
13586,,12,0,1,1,0,1,1,10,0.172726,0.175872,0,0
13770,,7,1,0,1,1,0,1,0,0,0,0,0
21559,,7,1,0,1,1,0,1,0,0,0,0,0
22511,,7,1,0,1,1,0,1,0,0,0,0,0
29244,,7,1,0,1,1,0,1,0,0,0,0,0
26779,,7,1,3,4,1,3,4,8,0.27704,0.290079,0,0.833333
31140,,7,1,0,1,1,0,1,0,0,0,0,0
32301,,7,1,0,1,1,0,1,0,0,0,0,0
32977,,7,1,0,1,1,0,1,0,0,0,0,0
13590,,8,0,1,1,0,1,1,9,0.210266,0.216003,0,0
13592,,16,0,1,1,0,1,1,11,0.147794,0.149815,0,0
13593,,8,0,2,2,0,2,2,8,0.248771,0.25779,0,0
31583,,8,1,1,2,1,1,2,7,0.293553,0.307954,2698.855714,0
13597,,0,1,0,1,1,0,1,0,0,0,0,0
13598,,16,0,1,1,0,1,1,8,0.226534,0.233342,0,0
13600,,0,0,1,1,0,1,1,9,0.209249,0.214871,0,0
13601,,8,0,1,1,0,1,1,8,0.24587,0.25403,0,0
13604,,11,0,1,1,0,1,1,9,0.225635,0.232826,0,0
13605,,8,0,1,1,0,1,1,8,0.23941,0.248389,0,0
13606,,8,0,1,1,0,1,1,9,0.211292,0.217136,0,0
13607,,13,0,1,1,0,1,1,8,0.235883,0.243933,0,0
13609,,8,0,1,1,0,1,1,8,0.262756,0.273466,0,0
13610,,16,0,1,1,0,1,1,8,0.257544,0.268689,0,0
13611,,21,0,1,1,0,1,1,1,1,1,0,0
13612,,24,0,1,1,0,1,1,9,0.189768,0.194199,0,0
13613,,24,3,5,8,3,5,8,8,0.234202,0.24281,43573.010735,0
13614,,0,0,1,1,0,1,1,9,0.222605,0.230046,0,0
13615,,16,0,1,1,0,1,1,9,0.197236,0.201881,0,0
13617,,7,1,19,20,1,19,20,7,0.304889,0.321634,26046.499127,0.355263
